uuid,url,title,image,subtitle,content
34f3b67a-12cc-4c4b-888b-7e6264154b4b,https://sputniknews.com/20220321/how-might-hunter-bidens-laptop-from-hell-story-backfire-on-us-president-1094058638.html,How Might Hunter Biden's 'Laptop from Hell' Story Backfire on US President?,https://cdnn1.img.sputniknews.com/img/07e5/05/15/1082955494_0:0:3072:2048_1440x900_80_0_1_ae918fcf369c442bf850fa920b41c183.jpg?source-sid=ap_photo,"The Hunter Biden ""laptop story"" remained buried by major US mainstream media for 17 months until The New York Times suddenly admitted that damning emails, allegedly implicating both Hunter and his father, incumbent President Joe Biden, appear to be authentic. How will the NYT report pan out for Joe Biden and the Democratic administration?","""This story underscores that the American MSM, YouTube, Facebook, and Twitter were deliberately collaborating with the American deep state and the Democratic Party to secure the 2020 Presidential Election for Joe Biden"", says former US Senate candidate and investigative journalist Mark Dankof. This ""'fix-is-in"" suppression of the story, originally discovered by the New York Post in October 2020, is nothing new, notes the journalist. The same ""fix-is-in"" approach was also adopted by the previous US administrations of Bill Clinton, George W. Bush, and Barack Obama and included the NATO bombing campaign against Yugoslavia in 1999; the 2003 invasion of Iraq under a completely false pretext; the ""criminal use of NATO"" in Libya and ""the accompanying extra-judicial assassination"" of Muammar Gaddafi; the support of Islamists in Syria to oust President Bashar al-Assad; the US-backed coup d'etat in February 2014 in Kiev; and then-Vice President Joe Biden's role in firing the Ukrainian prosecutor investigating Burisma, according to Dankof. The former Senate candidate notes that much in the same vein, the US mainstream media and American politicians remain tight-lipped about Russia’s legitimate national security concerns which are driving the nation's special operation in Ukraine. Similarly, the existence of American biolabs in Ukraine had been ridiculed as a ""conspiracy theory"" by the US MSM - until Victoria Nuland at least partially confirmed their existence - while Volodymyr Zelensky's threats to nix Ukraine's non-nuclear status were completely overlooked, according to Dankof. Even though most of the US mainstream media has ignored the NYT's latest piece addressing the ongoing federal investigation into Hunter Biden and his laptop, it may add to Joe Biden's already poor approval ratings, according to Dankof. Although some pollsters note that Joe Biden's rating improved after his State of Union address, in which he castigated Russia over the Ukraine special operation, FiveThirtyEight’s presidential approval tracker indicates that in the last two weeks or so, the president's approval rating has only ticked up from 41.1 percent to 42.9 percent. Given Biden's plummeting ratings and the Democratic Party's inability to push through its initiatives, the GOP is expected to make major gains in the 2022 midterms, according to observers. If the Republican Party ""doesn’t regain control of Capitol Hill with the catastrophic performance of Biden in the aftermath of a rigged Presidential Election in 2020, it ought to hang it up"", Dankof says. Hunter Biden's laptop story originates in the New York Post's October 2020 bombshell article that exposed alleged corruption by the former vice president's son and apparent involvement of Joe Biden in Hunter's business deals. For his part, Joe Biden vehemently denied that he had the slightest knowledge about his son's work and financial gains. The laptop in question, containing a trove of potentially damning documents, was reportedly abandoned by Hunter Biden at a Delaware repair shop in April 2019. However, the laptop story was ditched by Big Media and Big Tech amid the 2020 presidential cycle. GOP lawmakers subjected Silicon Valley giants to criticism over suppressing the Hunter laptop story following the NYT's admission that emails extracted from the laptop had been ""verified."" Republican Representative Claudia Tenney told the New York Post on 19 March that Congress must ""rein in Big Tech censors"". For his part, Republican Senator Ted Cruz highlighted that ""Big Tech leaders who participated in censoring the truth should answer to Congress and the American people in sworn testimony"". Meanwhile, some lawyers familiar with the Hunter Biden case do not rule out that the president's son could be indicted. “I expect him to be indicted”, said attorney Clint Lancaster, as quoted by National Review. “Just based on what I saw in his financial records, I would be surprised if he’s not indicted”. E. Michael Jones holds a different stance: he believes that the Hunter Biden scandal will remain swept under the rug and that the Bidens will be allowed to get away with this. ""The Clinton family has never been held accountable for their crimes. Justice, as Thrasymachus said in Plato's Republic, is the opinion of the powerful"", Jones stresses. "
34c9135b-281a-49ac-a941-e0dbe85947e5,https://www.rt.com/news/552472-nato-scrambles-fighter-jets-ukraine/,NATO member scrambles fighter jets over incursion from Ukraine,https://mf.b37mrtl.ru/files/2022.03/xxs/6239c4d885f5400e551fe32b.jpg,The unidentified aircraft incident reported by the Defense Ministry was deemed safe for Hungary,"Hungary scrambled Saab JAS 39 Gripen fighter jets on Monday in response to an unidentified aircraft entering its airspace from Ukraine, the Defense Ministry reported.The mission was ordered by NATO’s Joint Air Operations Center, a Monday evening report said. At around noon, radars detected the aircraft moving through eastern Hungarian airspace towards Slovakia, which borders Hungary in the north.The jets patrolled the area and ensured that there was no threat before returning to the Kecskemet Air Base in central Bacs-Kiskun County, the military said. The identity of the aircraft was not revealed to the public.News agency MTI noted that it was the third time in as many days that the Hungarian military scrambled fighter jets. In the two previous cases on Saturday and Monday, warplanes took to the air as a precaution after reports of bombs on civilian airliners flying through Hungarian and Polish airspace.Another incident occurred in Eastern Europe earlier in March when an old Soviet Tu-141 drone flew all the way from Ukraine over Romania and Hungary to Croatia before crashing in a park in Zagreb.Luckily, no one was hurt in the incident, but Croatian officials acknowledged that it exposed a major flaw in the defensive capabilities of the nation. The aircraft, which was widely presumed to be Ukrainian, spent around 40 minutes in Hungarian airspace.In a separate incident in Romania last week, a small reconnaissance drone was found, which appeared to be a short-range model used by Russian forces. The country’s defense minister dismissed it as insignificant."
354e55aa-6d6a-4c7f-9ef0-39e19b6cce38,https://www.rt.com/business/552644-us-goes-after-russian-gold/,US goes after Russian gold,https://mf.b37mrtl.ru/files/2022.03/xxs/623ca47685f54047bb542ecb.jpg,Washington looks to block Moscow from selling bullion on international markets,"The US Treasury Department on Thursday issued guidance on its website warning that gold-related transactions involving Russia may be subjected to sanctions by US authorities. The move is aimed at stopping Russia from evading existing sanctions, the statement said.“Our purpose here is to methodically remove the benefits and privileges Russia once enjoyed as a participant in the international economic order,” an unnamed senior administration official was quoted as saying by Reuters.The United States and its allies have already imposed several rounds of sanctions, including targeting the country’s largest lenders and foreign reserves. The new restrictions could deter international banks from buying or lending against Russia’s reserves.Russia holds roughly $130 billion in gold reserves, the world’s fifth-biggest stockpile. The country ramped up gold purchasing in 2014, following the initial US sanctions over the Ukraine crisis. Moscow has more than doubled its holdings since then. For more stories on economy & finance visit RT's business section"
358ef6ed-28f5-4b1e-81fb-db39c337aa57,https://www.rt.com/sport/552498-roman-abramovich-chelsea-sale-update-conditions/,Abramovich ‘has say on destiny’ of record-breaking Chelsea sale,https://mf.b37mrtl.ru/files/2022.03/xxs/623a0f3a85f540168f309af4.jpg,"Roman Abramovich will reportedly influence the destiny of Chelsea despite being barred from selling the club, which is set to be sold for a record-breaking sum","Outgoing Chelsea owner Roman Abramovich wants the Champions League contenders to be sold to buyers with a track record, a vision for the club and easy access to funds, according to a report about the sale the Russian businessman has been barred from completing because of his alleged close ties to Vladimir Putin.Around 20 bidders are thought to be competing to buy the third-placed team in the Premier League, which could be sold swiftly under special dispensation after the UK government sanctioned Abramovich and imposed restrictions on the club to stop him from profiting from the business.Billionaire Abramovich, who has bankrolled the club to win every major club trophy available since taking over in 2003, will still influence the sale which is being overseen by merchant bank group Raine Group, The Athletic has claimed.The outlet has also said that Chelsea will be sold for the highest price ever paid for a sports club or franchise in a deal that could be worth more than $4 billion.Abramovich was reported to be looking for a figure closer to $4.6 billion when he confirmed the club was for sale on March 2, six days after Russia's attack on Ukraine began. Boris Johnson's Conservative government sanctioned Abramovich on March 10, although the 55-year-old has always denied that he has done anything to warrant being punished.The club is operating under measures which include a ban on ticket and merchandise sales, new contracts for players, new signings and spending more than $26,000 on travel to away matches.Potential bidders include Major League Baseball side LA Dodgers' part-owner Todd Boehly, the Ricketts family, who own the Chicago Cubs, and British property magnate Nick Candy.Nizar Al-Bassam, the co-founder of investment firm Centricus, who are in the running, warned on Monday that a deal needed to be completed quickly.""There's a clock [on finding a new owner for Chelsea] ticking because the club is bleeding money at a faster rate than it should be while there's uncertainty there,"" he explained.The record paid for a sports club is the $3.35 billion spent by Joseph Tsai for NBA team Brooklyn Nets and their Barclays Center home in 2019.Abramovich is thought to have bought Chelsea for the equivalent of $233 million when he took over from Ken Bates."
3626fea2-d46a-4ea9-bb4f-f37882e308ae,https://sputniknews.com/20220329/india-places-orders-for-russian-sunflower-oil-at-record-price-to-replace-shortfall-from-ukraine-1094291443.html,India Places Orders for Russian Sunflower Oil at Record Price to Replace Shortfall from Ukraine,https://cdnn1.img.sputniknews.com/img/07e4/07/11/1079911179_0:0:3072:2048_1440x900_80_0_1_e1ee64cb55682b4439569287d2bb73a2.jpg?source-sid=rian_photo,"India imports 60 percent of its total requirement of edible oils, including palm oil and sunflower oil. As supplies of sunflower oil have been disrupted from the most prominent producer, Ukraine, Indian dealers are mulling options to ease the shortage of edible oils in the country.","India has started replacing Ukrainian sunflower oil with Russia, as dealers have contracted at least 45,000 tonnes for April delivery. India's edible oil players, such as Gemini Edibles &amp; Fats India, have received letters of credit from Indian banks.  This is the first order since Moscow began its special military operation in Ukraine to ""demilitarise"" and ""de-Nazify"" the Eastern European country. The delivery will ease the supply constraint in the domestic market, which has recently seen a sharp surge in edible oil prices. The executive director of the premier vegetable oil industry association said that the shortfall would be met by increasing imports from Russia. ""We expect more supply as two ports of Russia are still operating. Government is very keen to resolve the payment mechanism, and we hope it will be sorted out soon whether it would be in rupee or rupee-ruble mechanism; let's wait"", Mehta added. Russian Foreign Minister Sergei Lavrov is expected to arrive in New Delhi in the first week of April to discuss a range of bilateral issues, including finalising a payment system to continue trade. In February, about 152,000 tonnes of sunflower oil arrived in India. A similar quantity is likely to come in March, as vessels that left before the military operation will arrive at Indian ports this month. However, Mehta of the Solvent Extractors' Association of India said that the current landing cost of sunflower oil is around $2,100 per ton compared to approximately $1,600 per ton a month ago. ""At this landing cost, sunflower oil will be available for Indian consumers at INR 200-250 per litre. We do not think the demand will sustain at this high price"", Mehta added. India paid over $20 billion in import bills in 2021-22 for only 13 million tonnes of edible oil. It is worth noting that in 2019-20, India's imports of edible oils were close to 15 million tonnes, valued at less than $10 billion. "
360a6772-f8cb-4be7-aea6-fc33e8364fdd,https://www.rt.com/sport/552422-varvara-subbotina-synchronized-swimmer-world-cup/,Russian synchronized swimming stunner wins title by video link,https://mf.b37mrtl.ru/files/2022.03/xxs/6238c0e32030275bdc1b8351.jpg,Former world and European champion Varvara Subbotina was one of five Russians to triumph at the FINA World Cup,"Russian artistic swimming star Varvara Subbotina has celebrated her 21st birthday as a double champion after striking gold twice at a World Cup competition event, adding to her country's medal tally after organizers FINA opted against handing out suspensions as a result of the attack on Ukraine.While high-profile sporting organizations including FIFA and UEFA have barred Russian and Belarusian stars from competing, the international swimming federation has not followed suit despite being working with the International Olympic Committee, which has encouraged federations to take action against individuals and teams from the two nations.Performing three days before her birthday, Subbotina won the women’s Solo Technical and combined with veteran Svetlana Kolesnichenko to triumph in the Duet Technical.Compatriots Mayya Gurbanberdieva and Aleksandr Maltsev won the women’s Mixed Duet Technical, and four-time world champion Maltsev also joined Russian Olesia Platonova to claim gold in the Mixed Duet Free.A post shared by VARVARA SUBBOTINA (@varechka_subbotina21)A post shared by VARVARA SUBBOTINA (@varechka_subbotina21)Although the competition was hosted in the US and Canada, the judging took place virtually and was based on pre-recorded performances filmed by the swimmers. The Russian stars appeared on camera as neutral athletes.Fashion fan Subbotina posed in a black outfit by top designer Stella McCartney on Tuesday.""Happy birthday to me,"" the Moscow-born two-time world champion told her Instagram following of more than 53,000.A post shared by VARVARA SUBBOTINA (@varechka_subbotina21)A post shared by VARVARA SUBBOTINA (@varechka_subbotina21)""21 years old, which I was really looking forward to… not because everything is possible, but simply because the number is beautiful.""Subbotina shared footage of herself going for a meal at a Moscow restaurant with friends as part of her celebrations.""Today is the birthday of one of my idols in recent years,"" said one fan alongside a clip of Subbotina showcasing a typically supple routine by the pool. ""Happy birthday, Varvara Subbotina.""A post shared by VARVARA SUBBOTINA (@varechka_subbotina21)A post shared by VARVARA SUBBOTINA (@varechka_subbotina21)Subbotina's sporting plans for the rest of the year appear to be under threat from several national federations that have announced plans to boycott competitions if Russian and Belarusian athletes are allowed to take part.Swiss Aquatics and Poland's national swimming body said on Sunday that they will not appear at the World Championships in Budapest in June alongside rivals from the countries.The Norwegian Swimming Federation also said on Monday that it had plans to form an alliance of Nordic nations who will threaten a boycott."
357bb990-2d93-4eb5-8af3-220f56c25eb3,https://www.rt.com/news/552494-scotland-professor-ukraine-theater/,Professor faces government crackdown for questioning Ukraine narrative,https://mf.b37mrtl.ru/files/2022.03/xxs/623a05f6203027347a2379a2.jpg,A Scottish professor was slammed for sharing an article claiming the Mariupol theater bombing was “staged”,"University of Edinburgh professor Tim Hayward is being hammered in the media for sharing an article suggesting the bombing of a theater in the Ukrainian city of Mariupol may have been staged by Ukrainian nationalists. Hayward’s skepticism has already led Education Secretary Nadhim Zahawi to promise a “crackdown” on such wrongthink.Hayward shared an article on Sunday from the Grayzone, a left-wing news outlet. Citing eyewitnesses in the Ukrainian city of Mariupol, the article claims that Ukrainian ‘Azov’ fighters – once described by western outlets and lawmakers as “neo-Nazis” – sheltered behind civilians in a theater in Mariupol, before blowing the building up as Russian forces entered the Ukrainian city.Azov forces and journalists linked to the extremist unit accused Russia of bombing the building, and used the incident to call for western intervention against Russia. US President Joe Biden declared Russian President Vladimir Putin a “war criminal” in response, and American politicians from both parties and from Europe renewed their calls for military aid – including fighter jets – for Ukraine.However, no video exists showing the theater being bombed and Russia denies attacking the building, stating that it had “never been considered as a strike target.” Conflicting reports of the weapons supposedly used and the civilian casualties or lack thereof only muddy the picture further.Yet Hayward was condemned by his colleagues for raising the issue. In a Times article on Tuesday accusing him of “spreading propaganda,” Dr. Aliaksandr Herasimenka, a ‘misinformation’ researcher at Oxford University, said that “we must be very careful” when reading reports critical of the official narrative in Ukraine, and that outlets like the Grayzone “are currently engaged in a massive disinformation campaign.” He did not provide any evidence that would support such allegations against the media outlet.Hayward has been singled out by the Scottish government too. Having shared articles questioning the alleged bombing of a maternity hospital in Mariupol and claiming that Syrian leader Bashar al-Assad did not gas his own citizens as Western sources insist, the professor was accused in Westminster last week by Tory MP Robert Halfon as being a “useful idiot for President Putin’s atrocities.”Education Secretary Nadhim Zahawi said that academics like Hayward were already being investigated, and that their universities would be contacted.“Putin and his cronies are a malign influence on anyone in this country buying their false narrative, and I have to repeat it is a false and dangerous narrative, and we will crack down on it hard,” Zahawi said, without elaborating on how.Speaking to Edinburgh Live, Hayward said that he is concerned about restrictions to free speech, and considers hearing both points of view important in wartime.""In war, miscalculations can have terrible consequences. We also know that misinformation can sometimes even slip through on our own side, as when the UK went to war in Iraq, mistakenly believing it had weapons of mass destruction,” he said. ""As for the people of Ukraine, their need is for peace – not to become the epicenter of World War III,” he added, referring to the widely-held belief that were Western powers to intervene in Ukraine, the consequence would be a third world war."
36fd5681-f4b8-449e-bc1f-156bbf242c71,https://sputniknews.com/20220329/youtube-continues-its-assualt-on-the-press-removes-6-years-of-chris-hedges-rt-show-from-platform-1094302155.html,"YouTube Continues its Assault on the Press, Removes 6 Years of Chris Hedges' RT Show From Platform",https://cdnn1.img.sputniknews.com/img/07e6/03/0b/1093787782_0:0:3072:2048_1440x900_80_0_1_6a57e5a78603cfc1e736181bc5fcbc2d.jpg?source-sid=afp,"On Monday, YouTube removed six years' worth of episodes of the Emmy-nominated show On Contact by Pulitzer prize-winning journalist Chris Hedges. The show was produced by RT, formerly Russia Today, but Hedges maintained editorial control.","No explanation, forewarning or notice was given by YouTube, the videos simply disappeared, according to Hedges, who wrote about the experience on ScheerPost in an article titled “On Being Disappeared.” On Contact contained interviews with a wide range of individuals. From social commentators like Noam Chomsky and Cornel West, novelist Russell Banks, journalists Glenn Greenwald and Matt Taibbi and human rights lawyer Steven Donziger, among many others, the show provided a platform for many different voices. RT America (formerly Russia Today America) is funded by the Russian government, not unlike Sputnik News. RT was dropped from American cable networks and YouTube after Russia’s special operation in Ukraine. The EU and the UK also banned RT and in the case of the EU, Sputnik News. The justification for Russian media’s disappearance in the West was over allegations of “Russian disinformation” being spread, particularly as it pertains to the situation in Ukraine. With the removal of On Contact, the justification has seemingly been expanded to include not just Ukraine but any information with even a tenuous connection to Russia. On Contact did not discuss the situation in Ukraine, its primary focus was on the multitude of issues facing the West. Hedges, the former New York Times journalist and creator of On Contact, explains. Hedges’ channel is not the only one to be censored as US tech giants look to appease their government’s foreign policy objectives. As he mentions, Progressive Soapbox was recently demonetized and Status Coup was suspended for airing footage of the January 6 riots, something nearly every mainstream outlet also aired. As OpIndia points out, the Indian news channel WION was suspended for airing parts of a speech by Russian Foreign Minister Sergei Lavrov. WION claims Western outlets also covered the speech but were not de-platformed. YouTube, as a private entity, can choose what it allows on its platform. However, YouTube’s dominance of its marketplace essentially makes it the video platform of record on the internet. If a video is not on YouTube, it might as well not exist. Its biggest direct competitors are Dailymotion and Vimeo, which have a fraction of YouTube’s audience. Congress has recently begun pressuring social media platforms to combat ‘disinformation.’ With the massive scope of large tech companies, corporate censorship is almost as impactful as government censorship. Fans of Hedges can find his remaining work on ScheerPost or by subscribing to his substack. "
369c8ba9-bfa4-40a5-a8fe-54aa90789e3f,https://www.rt.com/news/552500-spanish-truckers-refuse-government-strike/,Striking truckers reject Spain’s offer of half-billion euros,https://mf.b37mrtl.ru/files/2022.03/xxs/623a1dfa20302747827c5830.jpg,Strike organizers denounce payment as a ‘band-aid’ while more unions join,"Striking truckers have rejected Madrid’s offer of a hefty subsidy to offset rising diesel prices, which the government had hoped would shut down a work stoppage that has snarled traffic across the country. Transport Minister Raquel Sanchez pledged to introduce a $551.35 million (€500 million) subsidy in direct aid to the industry on Tuesday after meeting with the National Road Transport Committee.However, while Sanchez pointed out the measure was similar to moves taken by France, Portugal, and Italy to shore up their own industries in the face of skyrocketing fuel prices, there will be no reduction in the value-added tax (VAT) on fuel, and strike organizers the Platform for the Defense of Transport did not attend the meeting, calling the government’s announcement “insufficient.” Three Spanish truckers’ unions opted to join the Platform’s strike on Tuesday, potentially aggravating a food shortage across the country as trucks are already having difficulty making deliveries on time. The unions denounced the plan, scheduled to be approved March 29, in a joint statement, pointing out that it “doesn’t specify what it will comprise, how it will work, and, more importantly, how much aid each trucker would get.” Drivers loosely allied under the banner of the Platform stopped work last Monday, faced with a surge in diesel prices, demanding the government lower taxes and roll back regulations. “Until we negotiate the real problems faced by small truck drivers, there will be no suspension [of the strike],” Platform president Manuel Hernandez told Reuters on Monday, saying drivers must be protected from taking on losses or else they faced “total bankruptcy”.Finance Minister Nadia Calvino, however, told reporters that the truckers should not reject the offer and that those who would “are clearly showing they do not defend the interests of this sector.”The government’s plan was offered up following a European Commission meeting on a draft proposal for temporary crisis aid aimed at propping up the continent’s ailing economy as inflation and fuel prices soar, in part due to the sanctions imposed on Russia in the wake of its ongoing military offensive in Ukraine.While the EU receives more than 40% of its natural gas supply from Russia, the alliance is reportedly considering an embargo on oil from the country as part of the latest round of sanctions aimed at economically crippling the country. More than half of Russia’s oil exports are sent to Europe. However, several European countries, including Germany and Bulgaria, have suggested a total ban on Russian fuel is a bridge too far. Madrid has dismissed the truckers, branding them as unorganized and attempting to link them to far-right extremists. Spain has mobilized a reported 23,000 police in an effort to crush the strike."
373b3250-0d5e-4847-a386-24bf724d6358,https://sputniknews.com/20220321/shopping-malls-on-outskirts-of-kiev-were-used-by-nationalists-to-store-ammunition-russian-mod-says-1094058550.html,"Shopping Malls on Outskirts of Kiev Were Used by Nationalists to Store Ammunition, Russian MoD Says",https://cdnn1.img.sputniknews.com/img/07e6/03/15/1094059454_0:0:3071:2048_1440x900_80_0_1_459b3f0c39a894ff05353ba99c55b2d9.jpg?source-sid=,"Earlier, videos emerged on social media appearing to show that a parking lot at a shopping mall in Kiev, which was destroyed last night, was used to deploy Ukrainian Multiple Launch Rocket Systems (MLRS).","Russian troops destroyed a Ukrainian Multiple Launch Rocket System (MLRS) battery and a warehouse for MLRS ammunition set up by nationalists in a defunct shopping mall on the outskirts of Kiev, the Russian Defence Ministry has stated. According to the ministry, the Russian military used high-precision weapons to eliminate the nationalist base there on 21 March. The Defence Ministry's spokesman Igor Konashenkov said that the location of the Ukrainian MLRS base was received by intelligence from several sources. The spokesman noted that this is just more proof of criminal actions by the regime in Kiev, which has been using civilian objects in densely populated areas to deploy artillery and MLRS batteries. Earlier, videos emerged on social media allegedly showing Ukrainian artillery moving in the vicinity of the Retroville shopping mall in Kiev and a Grad MLRS (NATO reporting name M1964) firing rockets from what looked like a parking lot at the same mall. Retroville suffered massive damage from the strike conducted overnight on 21 March. The Russian Defence Ministry has repeatedly condemned the tactic of the Ukrainian Armed Forces and nationalist battalions to deploy artillery and MLRS batteries in densely populated areas in apparent attempts to draw Russian fire onto civilians and blame Moscow for the casualties later. At the same time, the ministry stressed that it would only target military infrastructure during the special operation in Ukraine, which was launched on 24 February. "
36d736aa-2606-429c-8f9e-2ef74919e9ab,https://www.rt.com/russia/552316-us-diplomatic-mission-attack/,Russia warns of ‘false flag’ attack on US diplomats,https://mf.b37mrtl.ru/files/2022.03/xxs/62364e1985f54023e066e9b0.jpg,Information on the alleged plan was provided by a Ukrainian intelligence officer who surrendered,"The Russian military claims it has uncovered a plot by Ukrainian hardline nationalist groups to target the diplomatic facilities of the US and other Western nations in the Ukrainian city of Lvov. The alleged discovery was announced by Russian Defense Ministry spokesman Major General Igor Konashenkov during a media briefing on Saturday.Washington and many other Western states moved their embassy staff to Lvov shortly before Russia launched its military attack last month. The city, regarded as a hotbed of Ukrainian nationalism, is about 500km (300 miles) west of the capital, Kiev, and just 50km (30 miles) from the Polish border.   The information on the supposed plot was provided by an officer from the Security Service of Ukraine (SBU), whom Moscow says voluntarily surrendered to Russian forces. “The officer was directly involved in the organizing and training of sabotage and terrorist groups to work in areas liberated from the nationalists,” Konashenkov stated, adding that the individual had given the Russian military a list of SBU agents involved in such activities. “I’d like to stress that the Kiev regime is fully aware of the plans harbored by the nationalists, but is doing nothing to prevent them,” he added.The ultimate goal of the alleged attacks is to blame Moscow for them, using the incidents as leverage to push the NATO countries into providing more weaponry and establishing a long-demanded no-fly zone over the country, Konashenkov claimed.Moscow launched a large-scale offensive against its neighboring country last month, following a seven-year standoff over Ukraine's failure to implement the terms of the Minsk ceasefire agreements, and Russia’s eventual recognition of the Donbass republics in Donetsk and Lugansk. The German- and French-brokered protocols were designed to regularize the status of the breakaway regions within the Ukrainian state.Russia has now demanded that Ukraine officially declare itself a neutral country that will never join the NATO military bloc. Kiev says the Russian offensive was completely unprovoked and has denied claims it was planning to retake the two rebel republics by force."
3712defd-0f68-4edc-92d9-0c7663ca4841,https://www.rt.com/news/552867-biden-putin-regime-change/,Biden doubles down on Putin comments,https://mf.b37mrtl.ru/files/2022.03/xxs/62422b3a203027320f3282f1.jpg,"US president says he was expressing “moral outrage” and not policy, and that “nobody believes” he was serious","US President Joe Biden on Monday stood by his claim that Russian President Vladimir Putin should not remain in power, but insisted it was his expression of moral outrage over the conflict in Ukraine and not a policy change, and that nobody was supposed to take it seriously.Biden unveiled his 2023 budget proposal at the White House on Monday, but the press corps was far more interested in the remarks he made during last week’s trip to Poland – including when he said about Putin, “For God’s sake, this man cannot remain in power,” a remark widely interpreted as calling for regime change in Moscow. “I’m not walking anything back,” Biden said when asked about it on Monday. “I want to make it clear: I was not then, nor am I now, articulating a policy change. I was expressing moral outrage that I feel, and I make no apologies for it.”Asked if his remarks complicated the diplomacy about ending the war, Biden said no, arguing that Putin’s “escalatory efforts” were what “complicates things a great deal, but I don't think it complicates it at all.”Reporter: ""Do you believe what you said that Putin cannot remain in power.""Biden: ""I'm not walking anything back."" pic.twitter.com/BcHk3g5x3yIn response to another question about what he had meant in Warsaw, Biden said that “people like this shouldn't be ruling countries,” again referring to Putin.Another reporter reminded Biden of his extensive foreign policy experience – he sat on the Senate Foreign Relations Committee for years – and asked if he could see how his words could be interpreted as a policy statement, or used as propaganda by Russia.“No and no,” Biden replied. “Because it’s ridiculous. Nobody believes… I was talking about taking down Putin. Nobody believes that.”BIDEN: ""Nobody believes we're gonna takedown... I was talking about taking down Putin."" pic.twitter.com/9Ig4HvcaanBiden even insisted he never told US troops in Poland they were going to Ukraine when he said “when you get there, you’ll see,” or that the US would “respond in kind” to a hypothetical chemical attack by Russia, or that he called for regime change in Russia.“None of the three occurred,” he told Fox News’ Peter Doocy. “You interpret the language that way.” The US president said he was talking to the troops about “helping train the Ukrainian troops that are in Poland.” Doocy: ""The big things you say on the world stage keep getting walked back.""Biden: ""What's getting walked backed?""Biden: You told troops they are going to Ukraine, the U.S. would use a chemical weapon, and called for regime change in Russia.Biden: ""None of the 3 occurred."" pic.twitter.com/cwZPzANIoCAs for the chemical weapons remarks, Biden shrugged it off.“I’m not going to tell you. Why would I tell you? You’ve got to be silly,” he told the reporter, whom he called a “stupid son of a b**ch” back in January. When Doocy said the world wants to know, Biden smiled and said “the world wants to know a lot of things.”On Saturday, White House aides hastened to “clarify” Biden’s remarks in Warsaw, telling reporters that whatever the president had said, what he meant was that Putin can’t be allowed to “exercise power over neighboring countries.” Secretary of State Antony Blinken went a step further on Sunday, saying that “we do not have a strategy of regime change in Russia – or anywhere else, for that matter.” By Monday morning, however, the official talking point was that Biden was just expressing a personal opinion. “I think that speech that you saw was a reflection of his emotional connection to this issue and commitment to European security, to NATO and to Ukraine,” White House Energy Security Coordinator Amos Hochstein told the Dubai Global Energy Forum. “I think it was a very emotional, very personal view,” he added, saying that in his opinion Biden “was not indicating a change of US policy and regime change.”"
382f67c9-7668-4c66-bd8b-1b6b07fc6b86,https://sputniknews.com/20220328/ex-top-polish-diplomat-czaputowicz-says-biden-declared-new-cold-war-in-his-warsaw-speech-1094254318.html,"Biden Declared New Cold War in His Warsaw Speech, Ex-Top Polish Diplomat Czaputowicz Says",https://cdnn1.img.sputniknews.com/img/07e6/03/0c/1093806725_0:0:3072:2048_1440x900_80_0_1_1299b81d3b4655273564c76df4734cb1.jpg?source-sid=reuters_photo,WARSAW (Sputnik) - Former Polish Foreign Minister Jacek Czaputowicz said on Monday that US President Joe Biden declared a new cold war during his speech in Warsaw over the weekend.,"The minister compared Biden's speech with that of ex-UK Prime Minister Winston Churchill delivered in Fulton in 1946, when he told about ""iron curtain"".  Wrapping up his European tour, Biden said during a Saturday speech on Ukraine that Russian President Vladimir Putin ""cannot remain in power"", and called him a ""butcher"", trigerring a backlash in Moscow. At the same time, French President Macron said he would not have used such words, as it may result in an escalation with Moscow, while some American politicians slammed the rhetoric. US officials, including Secretary of State Antony Blinken, later noted that Biden's remarks about Putin were not endorsing a regime change in Russia, and the US president himself walked back his statement. The contraversial speech was dedicated to the situation in Ukraine, where Russia has launched a special military operation. President Vladimir Putin ordered the op on 24 February in response to a request from the Donetsk and Lugansk People's Republics (DPR and LPR) to defend them against shelling by Ukrainian forces. Putin stated that the goals of the operation are the demilitarisation and denazification of Ukraine. "
